computer_name	subject_group	subject_number	subject_sex	subject_age	asrt_type	PCode	session	epoch	block	trial	frame_rate	frame_time	frame_sd	stimulus_color	trial_type_pr	triplet_type_hl	RT	error	stimulus	response	repetition	trill	high_low_learning
Laposka		11	female	45	implicit	1234	1	1	1	1	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	none	0,6844030000000032	0	4	4	none	none	none
Laposka		11	female	45	implicit	1234	1	1	1	2	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	none	0,5452985999999953	0	3	3	none	none	none
Laposka		11	female	45	implicit	1234	1	1	1	3	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	low	0,6018718000000121	0	2	2	False	False	low
Laposka		11	female	45	implicit	1234	1	1	1	4	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	low	0,49612170000000333	0	2	2	False	False	low
Laposka		11	female	45	implicit	1234	1	1	1	5	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	low	0,4394376000000051	0	2	2	True	False	low
Laposka		11	female	45	implicit	1234	1	1	1	6	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	pattern	high	0,7122130999999996	0	3	3	False	False	high
Laposka		11	female	45	implicit	1234	1	1	1	7	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	low	0,7444036999999923	0	2	2	False	True	low
Laposka		11	female	45	implicit	1234	1	1	1	8	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	pattern	high	0,6005257000000057	0	4	4	False	False	high
Laposka		11	female	45	implicit	1234	1	1	1	9	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	low	0,6075737000000032	0	2	2	False	True	low
Laposka		11	female	45	implicit	1234	1	1	1	10	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	pattern	high	0,6155109999999979	0	1	1	False	False	high
Laposka		11	female	45	implicit	1234	1	1	1	11	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	low	0,6719289000000117	0	2	2	False	True	low
Laposka		11	female	45	implicit	1234	1	1	1	12	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	pattern	high	0,5363404000000003	0	2	2	False	False	high
Laposka		11	female	45	implicit	1234	1	1	1	13	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	low	0,5271630000000016	0	4	4	False	False	low
Laposka		11	female	45	implicit	1234	1	1	1	14	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	pattern	high	0,5202186000000069	0	3	3	False	False	high
Laposka		11	female	45	implicit	1234	1	1	1	15	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	high	0,6075533000000064	0	1	1	False	False	high
Laposka		11	female	45	implicit	1234	1	1	1	16	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	pattern	high	0,5619240999999988	0	4	4	False	False	high
Laposka		11	female	45	implicit	1234	1	1	1	17	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	low	0,5360126000000065	0	3	3	False	False	low
Laposka		11	female	45	implicit	1234	1	1	1	18	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	pattern	high	0,5202130999999923	1	1	2	False	False	high
Laposka		11	female	45	implicit	1234	1	1	1	19	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	high	0,600449900000001	0	4	4	False	False	high
Laposka		11	female	45	implicit	1234	1	1	1	20	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	pattern	high	0,535760499999995	0	2	2	False	False	high
Laposka		11	female	45	implicit	1234	1	1	1	21	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	low	0,5202053999999947	0	3	3	False	False	low
Laposka		11	female	45	implicit	1234	1	1	1	22	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	pattern	high	0,5359868000000034	0	3	3	False	False	high
Laposka		11	female	45	implicit	1234	1	1	1	23	59,93468318226866	16,672277310924304	0,12482435891176007	Gold	random	low	0,5597118000000023	0	3	3	True	False	low
