computer_name	subject_group	subject_number	subject_sex	subject_age	asrt_type	PCode	session	epoch	block	trial	frame_rate	frame_time	frame_sd	stimulus_color	trial_type_pr	triplet_type_hl	RT	error	stimulus	response	repetition	trill
Laposka		52	male	23	noASRT	noPattern	1	1	1	1	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,49286579999898095	0	4	4	none	none
Laposka		52	male	23	noASRT	noPattern	1	1	1	2	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,33288850000099046	0	4	4	none	none
Laposka		52	male	23	noASRT	noPattern	1	1	1	3	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,3487139000008028	0	1	1	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	4	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,372868099999323	0	2	2	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	5	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,3328540999991674	0	1	1	False	True
Laposka		52	male	23	noASRT	noPattern	1	1	1	6	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,31689360000018496	1	4	3	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	7	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,33296489999884216	0	2	2	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	8	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,30890270000054443	0	2	2	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	9	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,308946900000592	0	2	2	True	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	10	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,2689282999999705	0	2	2	True	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	11	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,3169352999993862	0	4	4	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	12	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,3007130000005418	0	4	4	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	13	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,2849596999985806	0	4	4	True	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	14	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,2449352000003273	1	3	4	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	15	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,3326787999994849	0	4	4	False	True
Laposka		52	male	23	noASRT	noPattern	1	1	1	16	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,3728754999992816	0	1	1	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	17	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,31689250000090396	1	2	1	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	18	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,27709949999916716	0	2	2	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	19	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,27693250000083935	0	2	2	True	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	20	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,30886739999914425	0	4	4	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	21	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,2849129999995057	0	2	2	False	True
Laposka		52	male	23	noASRT	noPattern	1	1	1	22	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,3168203999994148	0	3	3	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	23	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,30089979999866046	0	1	1	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	24	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,300913799999762	0	1	1	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	25	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,3248734999997396	0	3	3	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	26	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,32492289999936474	0	1	1	False	True
Laposka		52	male	23	noASRT	noPattern	1	1	1	27	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,34884410000086064	0	1	1	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	28	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,22103010000137147	0	1	1	True	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	29	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,39700379999885627	1	2	3	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	30	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,30101180000019667	0	1	1	False	True
Laposka		52	male	23	noASRT	noPattern	1	1	1	31	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,3889106000005995	0	3	3	False	False
Laposka		52	male	23	noASRT	noPattern	1	1	1	32	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,3729834999994637	0	1	1	False	True
Laposka		52	male	23	noASRT	noPattern	1	1	1	33	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,3648974999996426	0	3	3	False	True
Laposka		52	male	23	noASRT	noPattern	1	1	1	34	59,979582950078075	16,67722100840464	0,15254975653406402	Gold	random	none	0,28464460000031977	1	2	1	False	False
