computer_name	subject_group	subject_number	subject_sex	subject_age	asrt_type	PCode	session	epoch	block	trial	frame_rate	frame_time	frame_sd	stimulus_color	trial_type_pr	triplet_type_hl	RT	error	stimulus	response	repetition	trill
Laposka		80	male	23	noASRT	noPattern	1	1	1	1	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,5168006000003516	0	2	2	none	none
Laposka		80	male	23	noASRT	noPattern	1	1	1	2	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,3966829000000871	0	1	1	none	none
Laposka		80	male	23	noASRT	noPattern	1	1	1	3	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,3088269999998374	0	2	2	False	True
Laposka		80	male	23	noASRT	noPattern	1	1	1	4	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,38088939999988725	0	3	3	False	False
Laposka		80	male	23	noASRT	noPattern	1	1	1	5	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,3809391999998297	0	1	1	False	False
Laposka		80	male	23	noASRT	noPattern	1	1	1	6	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,40490520000003016	0	2	2	False	False
Laposka		80	male	23	noASRT	noPattern	1	1	1	7	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,3487075000002733	0	1	1	False	True
Laposka		80	male	23	noASRT	noPattern	1	1	1	8	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,3568489999997837	0	1	1	False	False
Laposka		80	male	23	noASRT	noPattern	1	1	1	9	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,396854500000245	0	3	3	False	False
Laposka		80	male	23	noASRT	noPattern	1	1	1	10	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,3968760000002476	0	1	1	False	True
Laposka		80	male	23	noASRT	noPattern	1	1	1	11	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,3888261999995848	0	3	3	False	True
Laposka		80	male	23	noASRT	noPattern	1	1	1	12	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,5169209999999111	0	2	2	False	False
Laposka		80	male	23	noASRT	noPattern	1	1	1	13	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,3568555000001652	0	1	1	False	False
Laposka		80	male	23	noASRT	noPattern	1	1	1	14	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,3808902999999191	0	2	2	False	True
Laposka		80	male	23	noASRT	noPattern	1	1	1	15	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,4289243000002898	0	4	4	False	False
Laposka		80	male	23	noASRT	noPattern	1	1	1	16	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,38095479999992676	0	2	2	False	True
Laposka		80	male	23	noASRT	noPattern	1	1	1	17	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,39690840000002936	0	4	4	False	True
Laposka		80	male	23	noASRT	noPattern	1	1	1	18	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,3329235000001063	0	2	2	False	True
Laposka		80	male	23	noASRT	noPattern	1	1	1	19	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,4048609999999826	0	1	1	False	False
Laposka		80	male	23	noASRT	noPattern	1	1	1	20	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,3888867000000573	0	4	4	False	False
Laposka		80	male	23	noASRT	noPattern	1	1	1	21	59,99034155506812	16,674400840335746	0,04773875249826223	Gold	random	none	0,42085339999994176	0	3	3	False	False
